hhid,caso,p10d01,p10d03,p10d04,p10d06,p10e05a
4449.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
4449.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4449.0,3.0,,,,,
4450.0,1.0,no,,,,
4450.0,2.0,no,,,,
4450.0,3.0,,,,,
4450.0,4.0,,,,,
4450.0,5.0,,,,,
4450.0,6.0,,,,,
4450.0,7.0,,,,,
4450.0,9.0,,,,,
4450.0,10.0,,,,,
4451.0,1.0,no,,,,
4451.0,2.0,no,,,,
4452.0,1.0,no,,,,
4452.0,2.0,,,,,
4452.0,3.0,,,,,
4452.0,4.0,,,,,
4452.0,5.0,,,,,
4453.0,1.0,no,,,,
4453.0,2.0,,,,,
4453.0,3.0,no,,,,
4454.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4454.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4454.0,3.0,,,,,
4454.0,4.0,,,,,
4454.0,5.0,,,,,
4455.0,1.0,no,,,,
4455.0,2.0,,,,,
4455.0,3.0,,,,,
4455.0,4.0,,,,,
4455.0,5.0,,,,,
4455.0,6.0,,,,,
4455.0,7.0,,,,,
4455.0,8.0,,,,,
4455.0,9.0,,,,,
4456.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4456.0,2.0,,,,,
4457.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4457.0,2.0,,,,,
4457.0,3.0,,,,,
4457.0,4.0,,,,,
4457.0,5.0,,,,,
4457.0,6.0,,,,,
4457.0,7.0,,,,,
4458.0,1.0,no,,,,
4458.0,2.0,,,,,
4458.0,3.0,no,,,,
4458.0,4.0,no,,,,
4458.0,5.0,,,,,
4459.0,1.0,no,,,,
4459.0,2.0,,,,,
4460.0,1.0,no,,,,
4460.0,2.0,,,,,
4460.0,3.0,,,,,
4460.0,4.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4460.0,5.0,no,,,,
4461.0,1.0,no,,,,
4461.0,2.0,no,,,,
4461.0,3.0,,,,,
4461.0,4.0,,,,,
4461.0,5.0,,,,,
4461.0,6.0,,,,,
4461.0,8.0,no,,,,
4461.0,9.0,,,,,
4461.0,11.0,no,,,,
4461.0,12.0,,,,,
4462.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4462.0,2.0,,,,,
4462.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4462.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4462.0,5.0,,,,,
4462.0,6.0,,,,,
4462.0,7.0,,,,,
4462.0,8.0,,,,,
4463.0,1.0,,,,,
4463.0,2.0,no,,,,
4463.0,3.0,no,,,,
4463.0,4.0,,,,,
4463.0,5.0,,,,,
4464.0,1.0,no,,,,
4464.0,2.0,,,,,
4464.0,3.0,,,,,
4464.0,4.0,no,,,,
4464.0,5.0,no,,,,
4464.0,6.0,,,,,
4464.0,7.0,no,,,,
4464.0,8.0,,,,,
4465.0,1.0,no,,,,
4465.0,2.0,,,,,no
4465.0,3.0,,,,,
4465.0,4.0,,,,,
4465.0,5.0,,,,,
4466.0,1.0,no,,,,
4466.0,2.0,,,,,
4466.0,3.0,,,,,
4466.0,4.0,,,,,
4467.0,1.0,no,,,,
4467.0,2.0,,,,,
4468.0,1.0,no,,,,no
4468.0,2.0,,,,,
4469.0,1.0,no,,,,si
4469.0,2.0,,,,,
4469.0,3.0,,,,,
4469.0,4.0,,,,,
4470.0,1.0,,,,,
4470.0,2.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4471.0,1.0,no,,,,
4471.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4471.0,3.0,,,,,
4472.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4472.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4473.0,1.0,no,,,,
4473.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4473.0,3.0,no,,,,
4473.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4473.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4473.0,6.0,no,,,,
4474.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
4474.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4474.0,3.0,no,,,,
4474.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4475.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4475.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4476.0,1.0,no,,,,
4476.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4476.0,3.0,no,,,,
4476.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4476.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4477.0,1.0,no,,,,
4477.0,2.0,,,,,
4477.0,3.0,,,,,
4477.0,4.0,,,,,
4478.0,1.0,no,,,,
4478.0,2.0,,,,,
4478.0,3.0,,,,,
4478.0,4.0,,,,,
4478.0,5.0,,,,,
4479.0,1.0,no,,,,
4479.0,2.0,,,,,
4480.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4480.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4480.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4480.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4480.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4480.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4481.0,1.0,no,,,,
4481.0,2.0,,,,,
4481.0,3.0,,,,,
4481.0,4.0,,,,,
4482.0,1.0,no,,,,
4482.0,2.0,,,,,
4482.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4482.0,4.0,,,,,
4482.0,5.0,,,,,
4483.0,1.0,no,,,,
4483.0,2.0,,,,,
4483.0,3.0,,,,,
4483.0,4.0,,,,,
4483.0,5.0,,,,,
4484.0,1.0,no,,,,
4484.0,2.0,,,,,
4484.0,3.0,,,,,
4484.0,4.0,,,,,
4484.0,5.0,,,,,
4484.0,8.0,,,,,
4485.0,1.0,no,,,,
4485.0,2.0,no,,,,
4485.0,3.0,,,,,
4485.0,4.0,no,,,,
4485.0,5.0,,,,,
4485.0,6.0,,,,,
4485.0,7.0,,,,,
4485.0,8.0,,,,,
4485.0,12.0,,,,,
4486.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4486.0,2.0,,,,,
4486.0,3.0,no,,,,
4486.0,4.0,no,,,,
4486.0,5.0,,,,,si
4486.0,6.0,,,,,
4487.0,1.0,no,,,,
4487.0,2.0,,,,,
4487.0,3.0,no,,,,
4487.0,4.0,,,,,
4487.0,5.0,no,,,,
4487.0,6.0,,,,,
4488.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4488.0,2.0,,,,,
4488.0,3.0,,,,,
4488.0,4.0,,,,,
4489.0,1.0,no,,,,
4489.0,2.0,,,,,
4489.0,3.0,no,,,,
4489.0,4.0,,,,,
4489.0,5.0,,,,,
4489.0,6.0,,,,,
4489.0,7.0,,,,,
4490.0,1.0,no,,,,
4490.0,2.0,,,,,
4490.0,3.0,,,,,
4490.0,4.0,,,,,
4491.0,1.0,no,,,,
4491.0,2.0,,,,,
4491.0,3.0,no,,,,
4491.0,4.0,,,,,
4491.0,5.0,,,,,
4492.0,1.0,no,,,,
4492.0,2.0,,,,,
4492.0,3.0,no,,,,
4492.0,4.0,no,,,,
4493.0,1.0,no,,,,
4493.0,2.0,,,,,
4493.0,3.0,no,,,,
4493.0,4.0,,,,,
4493.0,5.0,,,,,
4494.0,1.0,no,,,,
4494.0,2.0,,,,,
4494.0,3.0,no,,,,
4494.0,4.0,,,,,
4494.0,5.0,,,,,
4494.0,6.0,,,,,
4495.0,1.0,no,,,,
4495.0,2.0,,,,,
4495.0,3.0,,,,,
4495.0,4.0,,,,,
4496.0,1.0,no,,,,
4496.0,2.0,,,,,
4496.0,3.0,no,,,,
4496.0,4.0,,,,,
4496.0,5.0,no,,,,
4497.0,1.0,no,,,,
4497.0,2.0,no,,,,
4497.0,3.0,no,,,,
4497.0,4.0,,,,,
4497.0,5.0,no,,,,
4498.0,1.0,no,,,,
4498.0,4.0,no,,,,
4499.0,1.0,,,,,
4499.0,2.0,,,,,
4499.0,3.0,,,,,
4499.0,4.0,,,,,
4500.0,1.0,no,,,,
4500.0,2.0,,,,,
4500.0,3.0,,,,,
4501.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4501.0,2.0,no,,,,
4501.0,3.0,,,,,
4501.0,4.0,no,,,,
4501.0,5.0,no,,,,
4501.0,6.0,no,,,,
4501.0,7.0,,,,,
4502.0,1.0,no,,,,
4502.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4502.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4502.0,4.0,,,,,
4502.0,5.0,,,,,
4503.0,1.0,no,,,,
4503.0,2.0,no,,,,
4503.0,3.0,,,,,
4503.0,4.0,no,,,,
4503.0,5.0,,,,,
4504.0,1.0,si," profesionales, cientificos  e  intelectuales", industria manufacturera,como empleado u obrero de una empresa privada,
4504.0,2.0,no,,,,
4504.0,3.0,,,,,
4504.0,5.0,no,,,,
4505.0,1.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado de gobierno,
4505.0,2.0,no,,,,
4506.0,1.0,,,,,
4506.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
4506.0,3.0,no,,,,
4506.0,4.0,,,,,
4506.0,5.0,no,,,,
4506.0,6.0,no,,,,
4506.0,7.0,,,,,
4507.0,1.0,no,,,,
4507.0,2.0,,,,,
4508.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4508.0,2.0,,,,,
4508.0,3.0,,,,,
4508.0,4.0,,,,,
4508.0,5.0,no,,,,
4509.0,1.0,,,,,
4509.0,2.0,,,,,
4509.0,3.0,,,,,
4509.0,4.0,,,,,
4510.0,1.0,no,,,,
4510.0,2.0,,,,,
4510.0,3.0,,,,,
4511.0,1.0,no,,,,
4511.0,2.0,no,,,,
4511.0,3.0,,,,,
4512.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
4512.0,2.0,,,,,
4512.0,3.0,no,,,,
4513.0,1.0,no,,,,
4513.0,2.0,no,,,,
4513.0,3.0,,,,,
4513.0,4.0,,,,,
4513.0,5.0,no,,,,
4514.0,1.0,no,,,,
4514.0,2.0,,,,,
4514.0,3.0,no,,,,
4514.0,4.0,no,,,,
4514.0,5.0,no,,,,
4514.0,6.0,,,,,
4514.0,7.0,,,,,
4515.0,1.0,no,,,,
4515.0,2.0,no,,,,
4516.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4516.0,2.0,no,,,,
4516.0,3.0,no,,,,
4516.0,4.0,,,,,
4516.0,6.0,no,,,,
4516.0,7.0,,,,,
4517.0,1.0,no,,,,
4517.0,2.0,,,,,
4517.0,3.0,,,,,
4517.0,4.0,,,,,
4517.0,5.0,,,,,
4518.0,1.0,no,,,,
4518.0,2.0,no,,,,
4518.0,3.0,no,,,,
4518.0,4.0,,,,,
4518.0,5.0,,,,,
4518.0,6.0,,,,,
4519.0,1.0,no,,,,
4519.0,2.0,no,,,,
4519.0,3.0,no,,,,
4519.0,4.0,,,,,
4519.0,5.0,no,,,,
4519.0,7.0,,,,,
4520.0,1.0,,,,,
4520.0,2.0,no,,,,
4521.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,trabajador por su cuenta o en su finca,
4521.0,2.0,,,,,
4521.0,3.0,,,,,
4522.0,1.0,no,,,,
4522.0,2.0,,,,,
4522.0,3.0,no,,,,
4522.0,4.0,no,,,,
4522.0,5.0,,,,,
4523.0,1.0,no,,,,
4523.0,2.0,,,,,
4523.0,3.0,no,," agricultura, ganaderia, caza y pesca",,
4523.0,4.0,no,,,,
4523.0,5.0,,,,,
4523.0,6.0,no,,,,
4523.0,7.0,no,,,,
4524.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4524.0,2.0,,,,,
4524.0,3.0,no,,,,
4524.0,4.0,no,,,,
4524.0,5.0,,,,,
4524.0,6.0,no,,,,
4524.0,7.0,no,,,,
4524.0,8.0,no,,,,
4524.0,9.0,no,,,,
4524.0,10.0,,,,,
4524.0,12.0,,,,,
4524.0,13.0,,,,,
4525.0,1.0,no,,,,
4525.0,2.0,no,,,,
4525.0,3.0,no,,,,
4525.0,4.0,,,,,
4525.0,5.0,,,,,
4525.0,6.0,,,,,
4526.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4526.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4526.0,3.0,,,,,
4527.0,1.0,no,,,,
4527.0,2.0,no,,,,
4527.0,3.0,no,,,,
4527.0,4.0,no,,,,
4527.0,5.0,,,,,
4527.0,6.0,,,,,
4527.0,7.0,,,,,
4527.0,8.0,no,,,,
4527.0,9.0,no,,,,
4527.0,10.0,,,,,
4528.0,1.0,no,,,,
4528.0,2.0,no,,,,
4528.0,3.0,,,,,
4528.0,5.0,no,,,,
4528.0,6.0,no,,,,
4529.0,1.0,no,,,,
4529.0,2.0,,,,,
4530.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4530.0,2.0,,,,,
4530.0,3.0,,,,,
4531.0,1.0,no,,,,
4531.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4531.0,3.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4531.0,4.0,no,,,,
4531.0,5.0,no,,,,
4531.0,6.0,no,,,,
4531.0,7.0,no,,,,
4531.0,8.0,,,,,
4532.0,1.0,no,,,,
4532.0,2.0,no,,,,
4532.0,3.0,no,,,,
4532.0,4.0,no,,,,
4532.0,5.0,,,,,
4533.0,1.0,no,,,,
4533.0,2.0,,,,,
4533.0,3.0,,,,,
4534.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4534.0,2.0,,,,,
4534.0,3.0,,,,,
4535.0,1.0,no,,,,
4535.0,2.0,,,,,
4535.0,3.0,,,,,
4536.0,1.0,,,,,
4536.0,2.0,,,,,
4537.0,1.0,no,,,,
4537.0,2.0,,,,,
4537.0,3.0,no,,,,
4537.0,4.0,no,,,,
4537.0,5.0,,,,,
4537.0,6.0,,,,,
4537.0,7.0,no,,,,
4537.0,8.0,,,,,
4537.0,11.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4537.0,12.0,,,,,
4538.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4538.0,2.0,,,,,
4538.0,3.0,,,,,
4538.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4538.0,5.0,,,,,
4539.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
4539.0,2.0,no,,,,
4539.0,3.0,no,,,,
4539.0,4.0,,,,,
4540.0,1.0,no,,,,
4540.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como ayudante o trabajador sin pago en otros sitios,
4540.0,3.0,no,,,,
4540.0,4.0,no,,,,
4541.0,1.0,no,,,,
4541.0,2.0,,,,,
4541.0,3.0,,,,,
4542.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4542.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4542.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4542.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4542.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4542.0,6.0,,,,,
4543.0,1.0,no,,,,
4543.0,2.0,no,,,,
4543.0,3.0,no,,,,
4543.0,4.0,,,,,
4543.0,5.0,,,,,
4543.0,6.0,,,,,
4543.0,7.0,,,,,
4543.0,8.0,,,,,
4543.0,9.0,,,,,
4544.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,
4544.0,2.0,,,,,
4544.0,3.0,,,,,
4544.0,4.0,,,,,
4545.0,1.0,no,,,,
4545.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4545.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4545.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4545.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4545.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4545.0,7.0,,,,,
4545.0,8.0,,,,,
4546.0,1.0,no,,,,
4546.0,2.0,no,,,,
4546.0,3.0,,,,,
4547.0,1.0,no,,,,
4547.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4547.0,3.0,no,,,,
4547.0,4.0,no,,,,
4547.0,5.0,no,,,,
4547.0,6.0,,,,,
4547.0,7.0,,,,,
4547.0,8.0,,,,,
4548.0,1.0,no,,,,
4548.0,2.0,no,,,,
4548.0,3.0,no,,,,
4548.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4548.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4548.0,6.0,,,,,
4548.0,7.0,,,,,
4549.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4549.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4549.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4549.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4549.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4549.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4549.0,7.0,,,,,
4550.0,1.0,no,,,,
4550.0,2.0,,,,,
4550.0,3.0,no,,,,
4550.0,4.0,no,,,,
4550.0,5.0,,,,,
4551.0,1.0,no,,,,
4551.0,2.0,,,,,
4552.0,1.0,no,,,,
4552.0,2.0,,,,,
4552.0,3.0,,,,,
4552.0,4.0,no,,,,
4552.0,5.0,,,,,
4552.0,6.0,,,,,
4552.0,7.0,,,,,
4553.0,1.0,no,,,,
4553.0,2.0,,,,,
4553.0,3.0,no,,,,
4553.0,4.0,no,,,,
4553.0,5.0,no,,,,
4553.0,6.0,no,,,,
4554.0,1.0,no,,,,
4554.0,2.0,,,,,
4554.0,3.0,no,,,,
4554.0,4.0,,,,,
4554.0,5.0,,,,,
4554.0,6.0,,,,,
4555.0,1.0,no,,,,
4556.0,1.0,no,,,,
4556.0,2.0,no,,,,
4557.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4557.0,2.0,,,,,
4558.0,1.0,no,,,,
4558.0,2.0,,,,,
4558.0,3.0,no,,,,
4558.0,4.0,,,,,
4558.0,5.0,,,,,
4558.0,6.0,,,,,
4559.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4559.0,2.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
4559.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4559.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4559.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4559.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4559.0,7.0,,,,,
4559.0,8.0,,,,,
4559.0,9.0,,,,,
4560.0,1.0,no,,,,
4560.0,2.0,,,,,
4560.0,3.0,,,,,
4560.0,6.0,no,,,,
4560.0,7.0,,,,,
4561.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
4561.0,2.0,,,,,
4561.0,3.0,,,,,
4561.0,5.0,no,,,,
4562.0,1.0,si, trabajadores no calificados, construccion,como jornalero o peon,
4562.0,2.0,no,,,,
4563.0,1.0,no,,,,
4563.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4563.0,3.0,,,,,
4564.0,1.0,no,,,,
4564.0,2.0,no,,,,
4564.0,3.0,no,,,,
4564.0,4.0,,,,,
4565.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4565.0,2.0,,,,,
4565.0,3.0,no,,,,
4565.0,4.0,,,,,
4565.0,5.0,,,,,
4566.0,1.0,no,,,,
4566.0,2.0,no,,,,
4567.0,1.0,no,,,,
4567.0,2.0,no,,,,
4567.0,3.0,no,,,,
4568.0,1.0,no,,,,
4568.0,2.0,,,,,
4568.0,3.0,no,,,,
4569.0,1.0,no,,,,
4569.0,2.0,no,,,,
4569.0,3.0,,,,,
4570.0,1.0,no,,,,
4570.0,2.0,,,,,
4570.0,3.0,,,,,
4571.0,1.0,no,,,,
4571.0,2.0,no,,,,
4571.0,3.0,,,,,
4571.0,4.0,,,,,
4572.0,1.0,no,,,,
4572.0,2.0,no,,,,
4572.0,3.0,,,,,
4573.0,1.0,no,,,,
4574.0,1.0,no,,,,
4574.0,2.0,,,,,
4575.0,1.0,no,,,,
4575.0,2.0,no,,,,
4575.0,3.0,,,,,
4575.0,4.0,,,,,
4575.0,7.0,,,,,
4575.0,8.0,no,,,,
4575.0,9.0,no,,,,
4576.0,1.0,no,,,,
4576.0,2.0,,,,,
4576.0,3.0,si, trabajadores no calificados, administracion publica y defensa,como empleado u obrero de una empresa privada,
4576.0,5.0,no,,,,
4576.0,6.0,no,,,,
4577.0,1.0,no,,,,
4578.0,1.0,,,,,
4578.0,2.0,,,,,
4579.0,1.0,,,,,
4579.0,2.0,no,,,,
4579.0,3.0,no,,,,
4579.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4580.0,1.0,,,,,
4581.0,1.0,no,,,,
4581.0,2.0,no,,,,
4581.0,3.0,no,,,,
4581.0,4.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
4582.0,1.0,no,,,,
4582.0,2.0,,,,,
4583.0,1.0,no,,,,
4583.0,2.0,no,,,,
4583.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
4583.0,4.0,,,,,
4583.0,5.0,,,,,
4584.0,1.0,no,,,,
4584.0,2.0,no,,,,
4584.0,3.0,no,,,,
4584.0,4.0,,,,,
4585.0,1.0,no,,,,
4585.0,2.0,,,,,
4585.0,3.0,,,,,
4585.0,4.0,,,,,
4585.0,5.0,,,,,
4586.0,1.0,no,,,,
4586.0,2.0,,,,,
4587.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como jornalero o peon,
4587.0,2.0,no,,,,
4587.0,3.0,no,,,,
4587.0,4.0,no,,,,
4587.0,5.0,no,,,,
4587.0,6.0,no,,,,
4588.0,1.0,si, trabajadores no calificados, construccion,como empleado u obrero de una empresa privada,
4588.0,2.0,,,,,
4588.0,3.0,no,,,,
4588.0,4.0,no,,,,
4588.0,5.0,no,,,,
4588.0,6.0,no,,,,
4589.0,1.0,no,,,,
4589.0,2.0,,,,,
4589.0,3.0,no,,,,
4590.0,1.0,no,,,,
4590.0,2.0,no,,,,
4590.0,3.0,no,,,,
4590.0,4.0,no,,,,
4590.0,5.0,,,,,
4590.0,6.0,,,,,
4590.0,7.0,,,,,
4591.0,1.0,no,,,,no
4592.0,1.0,no,,,,
4592.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como jornalero o peon,
4592.0,3.0,no,,,,
4592.0,4.0,,,,,
4592.0,6.0,,,,,
4593.0,1.0,no,,,,
4593.0,2.0,no,,,,
4593.0,3.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
